filepath,filename,extension,file_size,label,width,height,mode,num_channels,aspect_ratio,is_image_valid,is_black,is_na,hash,is_duplicate_after_first,species,disease,is_augmented,phi1_distingue_large_vs_etroit,phi2_distinction_elongation_forme,phi3_asymetrie_maladie,phi4_symetrie_diagonale_forme,phi5_concavite_extremites,phi6_decalage_torsion_maladie,phi7_asymetrie_complexe,energie_basse_forme_feuille,energie_moyenne_texture_veines,energie_haute_details_maladie,hog_moyenne_contours_forme,hog_ecarttype_texture,pixel_ratio,leaf_segments,area,perimeter,circularity,solidity,extent,eccentricity,major_axis_length,minor_axis_length,compactness,fractal_dimension
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Peach___healthy/027b10e5-2d2e-4eb4-9457-7cb45ab2fd17___Rutg._HL 3710_final_masked.png,027b10e5-2d2e-4eb4-9457-7cb45ab2fd17___Rutg._HL 3710_final_masked.png,png,33585,Peach___healthy,256,256,RGB,3,1.0,True,False,False,943e7ad83b97dbd7090569f4bc436e6c,False,Peach,healthy,False,0.004055558394033746,1.152813366975648e-05,1.1764599546834943e-08,1.2110657569696925e-08,1.4398386215908192e-16,4.0982237700435006e-11,1.2863640603409229e-17,0.9797703263250988,0.01407680714130057,0.006152866533600788,0.043870256655000134,0.1003544069945352,0.2440338134765625,27.0,15593.0,1545.224519252777,0.08206469529282116,0.7005413662196465,0.315596664507772,,84.86650085449219,279.45599365234375,153.12760949785005,1.3621007723496632
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___Late_blight/0051e5e8-d1c4-4a84-bf3a-a426cdad6285___RS_LB 4640_final_masked.png,0051e5e8-d1c4-4a84-bf3a-a426cdad6285___RS_LB 4640_final_masked.png,png,52612,Potato___Late_blight,256,256,RGB,3,1.0,True,False,False,eb518a96aea25f24192a73a1470f07b2,False,Potato,Late_blight,False,0.001642967297958038,7.231169358105011e-07,8.316373838814125e-11,4.2399327197487216e-11,2.316475390289206e-21,3.532364556248388e-14,9.863052045749654e-22,0.9807214779942218,0.012273460137904887,0.007005061867873067,0.060900881708102164,0.10585887623378769,0.3524169921875,16.0,22643.0,1311.11687374115,0.16552401692423538,0.8606560492607093,0.5844108917279649,,136.07168579101562,227.6598663330078,75.9187146848371,1.2939857309327896
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___Late_blight/0085ef03-aec3-431a-99a1-de286e10c0cf___RS_LB 2949_final_masked.png,0085ef03-aec3-431a-99a1-de286e10c0cf___RS_LB 2949_final_masked.png,png,68918,Potato___Late_blight,256,256,RGB,3,1.0,True,False,False,0d5131483be023238c9d3a16ba44e553,False,Potato,Late_blight,False,0.002107542394014507,8.320472890436212e-07,6.551152147372878e-10,2.757366049142626e-10,1.1348160744407442e-19,2.512805168460524e-13,-2.925830760082368e-20,0.9818718667239174,0.013250196387380033,0.004877936888702615,0.08451248846935017,0.11250607166219655,0.5059661865234375,33.0,32657.0,1589.0823838710785,0.16251495197070953,0.8066245121770489,0.5143806703629032,,171.1577911376953,272.66949462890625,77.32439669073673,1.3733346407624272
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___Late_blight/006cc01a-1888-4326-9b62-a65cb55a6377___RS_LB 5207_final_masked.png,006cc01a-1888-4326-9b62-a65cb55a6377___RS_LB 5207_final_masked.png,png,69138,Potato___Late_blight,256,256,RGB,3,1.0,True,False,False,1ca9673c77c17561958bd7c3493288ba,False,Potato,Late_blight,False,0.0015453670209549105,9.226632627980429e-07,5.674581270295035e-11,4.169477073210241e-12,5.812185717950998e-23,2.7627225992628974e-15,-2.711158436998713e-23,0.98961936956009,0.007219773552602665,0.0031608568873074923,0.0858984802061105,0.11183981041411616,0.5140380859375,31.0,33108.0,1520.8813734054565,0.17986726397940211,0.878301123476277,0.5683776824034334,,152.89634704589844,290.349609375,69.86468986262135,1.3674188827251796
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___Late_blight/00695906-210d-4a9d-822e-986a17384115___RS_LB 4026_final_masked.png,00695906-210d-4a9d-822e-986a17384115___RS_LB 4026_final_masked.png,png,60938,Potato___Late_blight,256,256,RGB,3,1.0,True,False,False,30d59b1e3a0fabc302f0d26eedf7bb3d,False,Potato,Late_blight,False,0.002010010650357922,1.1473723518803777e-06,2.4473531614900065e-10,3.440128949134195e-11,-2.779282812878756e-21,-3.5257901143504255e-14,1.4964260344686014e-21,0.9805425712668939,0.01233690826623494,0.007120520466871194,0.07802187472811183,0.11140841765159688,0.4514007568359375,28.0,28918.5,1509.0407537221909,0.15958192115714195,0.8770091587311215,0.6035753047253297,,145.4009552001953,261.64556884765625,78.74557796546978,1.3483622907384158
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___Late_blight/00b1f292-23dd-44d4-aad3-c1ffb6a6ad5a___RS_LB 4479_final_masked.png,00b1f292-23dd-44d4-aad3-c1ffb6a6ad5a___RS_LB 4479_final_masked.png,png,66528,Potato___Late_blight,256,256,RGB,3,1.0,True,False,False,413e23746f5a66ca3832b69b1956f807,False,Potato,Late_blight,False,0.0014402563499981958,7.585969456587154e-08,9.988619744236337e-11,4.96787980260632e-11,7.456409134770888e-22,6.836907367334669e-15,3.4191679498677906e-21,0.9812398019305947,0.011568803819315009,0.007191394250090416,0.07659910850597368,0.10886408035761799,0.440338134765625,33.0,28222.0,1471.9108109474182,0.163694716187105,0.8560162576966241,0.5983928079214639,,178.3955841064453,210.8148956298828,76.7671120184213,1.3233816221134247
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Late_blight/008ebb44-eb77-4843-b621-4b88b5df7d43___RS_Late.B 5188_final_masked.png,008ebb44-eb77-4843-b621-4b88b5df7d43___RS_Late.B 5188_final_masked.png,png,63432,Tomato___Late_blight,256,256,RGB,3,1.0,True,False,False,995177e17d741eae53968548f912f182,False,Tomato,Late_blight,False,0.0021691790038355424,1.3076326072778929e-06,2.0852760017569395e-09,3.7792734036635994e-10,3.3538758987180644e-19,4.276398737712808e-13,-8.7351866149153e-21,0.9788235996073441,0.01257795699124832,0.00859844340140753,0.07270144095983494,0.11046298607319664,0.4229888916015625,30.0,27283.5,1454.3544620275497,0.16209492232393075,0.8346385634311236,0.5139297016274864,,143.12107849121094,274.8210144042969,77.52476409622825,1.3290658580484684
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Late_blight/0003faa8-4b27-4c65-bf42-6d9e352ca1a5___RS_Late.B 4946_final_masked.png,0003faa8-4b27-4c65-bf42-6d9e352ca1a5___RS_Late.B 4946_final_masked.png,png,56007,Tomato___Late_blight,256,256,RGB,3,1.0,True,False,False,72644e8f68156bf22f5761840da04657,False,Tomato,Late_blight,False,0.0031242428853082383,3.3761559968255687e-06,2.6978940191043555e-09,2.1360757765983576e-09,2.834718941649103e-19,3.4815334653648984e-12,5.120033703894682e-18,0.9822596048686827,0.013598084735406985,0.004142310395910591,0.06809341562375941,0.11700044766166434,0.3963775634765625,54.0,24990.5,2380.334252715111,0.05542541035922391,0.6792465651033527,0.4319431001106195,,148.67262268066406,288.9010009765625,226.72580199070867,1.4852987291685065
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Late_blight/00355ec2-f12c-4015-b8f9-94354f69ce22___RS_Late.B 5311_final_masked.png,00355ec2-f12c-4015-b8f9-94354f69ce22___RS_Late.B 5311_final_masked.png,png,80457,Tomato___Late_blight,256,256,RGB,3,1.0,True,False,False,05a86b06e42d4e79ad9b4282cd3c9599,False,Tomato,Late_blight,False,0.0015390341439108365,9.019209032276062e-08,1.2017328165518648e-10,5.3164976398423217e-11,-4.087568664959675e-21,7.36165173508724e-15,1.162072413892707e-21,0.9828125336270309,0.010577109920112286,0.006610356452857224,0.09596009683450869,0.11244508464229472,0.5817108154296875,34.0,37939.0,1576.1950817108154,0.19190036797539495,0.8511559558930755,0.5789031982421875,,209.0155487060547,247.29177856445312,65.48382760772198,1.3493331833565505
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Late_blight/005a2c1f-4e15-49e4-9e5c-61dc3ecf9708___RS_Late.B 5096_final_masked.png,005a2c1f-4e15-49e4-9e5c-61dc3ecf9708___RS_Late.B 5096_final_masked.png,png,72000,Tomato___Late_blight,256,256,RGB,3,1.0,True,False,False,565daca6af85b43c0eee0f5805416dd1,False,Tomato,Late_blight,False,0.0025199226634425777,2.1147481271322164e-06,1.634355701431998e-10,5.753450992770969e-11,4.485616604527191e-21,6.48568618852214e-14,-3.317507285168127e-21,0.9725123231665934,0.013123907287346626,0.014363769546059982,0.09074589023911621,0.10847808904929838,0.51300048828125,38.0,33143.5,1551.4082847833633,0.17304379061805386,0.8650041758012319,0.5827940917882891,,157.6949920654297,278.4632568359375,72.61959859684274,1.3529261821464116
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Late_blight/005e3b43-9050-47da-9498-f9ecdcc703b3___RS_Late.B 5104_final_masked.png,005e3b43-9050-47da-9498-f9ecdcc703b3___RS_Late.B 5104_final_masked.png,png,70533,Tomato___Late_blight,256,256,RGB,3,1.0,True,False,False,fbfb9a7157557ded0f0a1bd26ff6ad72,False,Tomato,Late_blight,False,0.0022238147206778995,1.9438745903763817e-06,1.5892949330970046e-09,1.1735843468405506e-10,-3.9659613382637554e-20,-1.4401234915685787e-13,3.1559727452773154e-20,0.9858788427962689,0.00915919668118581,0.004961960522545104,0.08843076368725096,0.11063508748821207,0.52569580078125,25.0,33792.5,1721.550420165062,0.14328168925870513,0.8409023042850744,0.5409916111680327,,157.94284057617188,311.2012634277344,87.70395351543985,1.3804701758697215
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Tomato_mosaic_virus/00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_final_masked.png,00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_final_masked.png,png,50842,Tomato___Tomato_mosaic_virus,256,256,RGB,3,1.0,True,False,False,dc563d76b57f7a5983e5d3675829ed6c,False,Tomato,Tomato_mosaic_virus,False,0.0016943480894096186,9.338405460266584e-07,6.285381120628435e-10,1.2102421858861415e-10,2.283029769280774e-20,1.0528596486500708e-13,2.4350356399451854e-20,0.9861526473965185,0.010036753724073437,0.003810598879407876,0.059746338789472955,0.10839771737160186,0.3547515869140625,23.0,22741.0,1267.2590091228485,0.17794617103221524,0.809288256227758,0.583282035498102,,140.7346954345703,234.4578857421875,70.61894359100408,1.3165873617127197
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Tomato_mosaic_virus/000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169_final_masked.png,000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169_final_masked.png,png,39657,Tomato___Tomato_mosaic_virus,256,256,RGB,3,1.0,True,False,False,d139b13652da28bf3b7b8754c3d6b3ed,False,Tomato,Tomato_mosaic_virus,False,0.002478498183033516,7.634725947368145e-07,3.739871478201416e-09,9.469754641485166e-11,-4.151227222314708e-20,-7.914705184285719e-14,3.8113979252355753e-20,0.9693229551062463,0.022665104246324022,0.008011940647429813,0.049405857430973095,0.10251114658011325,0.2870330810546875,23.0,18470.5,1369.3595143556595,0.1237808751177185,0.7629442987257069,0.4945380063723259,,148.146484375,187.7635498046875,101.52110010862552,1.321453626530159
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___healthy/00208a93-7687-4e8c-b79e-3138687e0f38___JR_HL 7955_final_masked.png",00208a93-7687-4e8c-b79e-3138687e0f38___JR_HL 7955_final_masked.png,png,60969,"Pepper,_bell___healthy",256,256,RGB,3,1.0,True,False,False,84488e53f6cd305a58ae5a8cd054d083,False,"Pepper,_bell",healthy,False,0.00124624325224991,6.284472245257245e-08,6.760040435421935e-10,3.898702811660658e-11,-3.833858819451704e-21,-8.292370198290036e-15,-5.036011374450489e-21,0.9962941419039689,0.0028185840211173954,0.0008872740749138106,0.08091841503982783,0.11347431864025644,0.5230712890625,23.0,33735.0,1786.4793524742126,0.13282951173554308,0.8111129811738116,0.5313602570564516,,223.2520294189453,250.62391662597656,94.6052609105286,1.3841457707306175
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___healthy/00726ad4-2569-46ce-9d4e-dbf82b14bd94___JR_HL 8686_final_masked.png",00726ad4-2569-46ce-9d4e-dbf82b14bd94___JR_HL 8686_final_masked.png,png,74175,"Pepper,_bell___healthy",256,256,RGB,3,1.0,True,False,False,31bdb798815c9543f80563e67a381bb7,False,"Pepper,_bell",healthy,False,0.001759668973064369,1.1744975207163479e-07,7.788282933011269e-10,2.5718291153613312e-11,-3.0166164818185245e-21,-4.40676370391417e-15,2.0368028268974222e-21,0.9888083743903745,0.008713886954457581,0.0024777386551678533,0.09100622203524485,0.11649079274781647,0.5963897705078125,25.0,38709.5,1502.5554724931717,0.21545987152163468,0.8780551428474215,0.5906600952148438,,211.77122497558594,253.03504943847656,58.32348513721899,1.3686142608648109
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___healthy/0119205b-cfac-4322-be37-dcc401fcfa11___JR_HL 8527_final_masked.png",0119205b-cfac-4322-be37-dcc401fcfa11___JR_HL 8527_final_masked.png,png,75324,"Pepper,_bell___healthy",256,256,RGB,3,1.0,True,False,False,09fe9e826d558f91e5908a9b8aa88970,False,"Pepper,_bell",healthy,False,0.0012125413143604026,2.744208925294184e-10,9.358204991841979e-11,2.761459444210736e-12,-2.24366830001685e-23,-2.4917843724228456e-17,-3.83045821297225e-23,0.9942939140285612,0.003882116807277023,0.0018239691641618232,0.10284120563343675,0.11019562577751615,0.6290130615234375,18.0,40734.5,1477.3006392717361,0.2345494842896123,0.9006876575421218,0.6629964192708333,,224.7515106201172,243.7222442626953,53.57662862665996,1.3497866490993469
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___healthy/002f87b7-e1a5-49e5-a422-bb423630ded5___JR_HL 8068_final_masked.png",002f87b7-e1a5-49e5-a422-bb423630ded5___JR_HL 8068_final_masked.png,png,69487,"Pepper,_bell___healthy",256,256,RGB,3,1.0,True,False,False,7252bffaec4f9ba177d0d9d21a5d3a2f,False,"Pepper,_bell",healthy,False,0.0015549405695436673,6.967524646959578e-08,4.900418391116703e-10,6.030684450989778e-11,7.547856372616576e-21,1.2375346350046963e-14,7.107121810858116e-21,0.9845781230871683,0.011460723862727878,0.003961153050103934,0.08648436529727146,0.11483720520062307,0.5524139404296875,22.0,35641.5,1305.4183894395828,0.26282482551411235,0.9060208192991599,0.6415880616359447,,204.98355102539062,236.24261474609375,47.81272313137871,1.3344563932127722
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___healthy/00100ffa-095e-4881-aebf-61fe5af7226e___JR_HL 7886_final_masked.png",00100ffa-095e-4881-aebf-61fe5af7226e___JR_HL 7886_final_masked.png,png,77267,"Pepper,_bell___healthy",256,256,RGB,3,1.0,True,False,False,ce7fdf7ad3f716b713fa65256d9ed75b,False,"Pepper,_bell",healthy,False,0.0012610846434952805,4.5881700502237126e-08,1.9747612554449513e-10,3.3175125022753645e-12,4.802771784905154e-24,-4.714440493843035e-16,-8.477745126547721e-23,0.9936040731041589,0.004184979830610253,0.002210947065230682,0.09925966207532719,0.11111533484848447,0.6209259033203125,30.0,40221.5,1629.4082847833633,0.19037428559947833,0.8828054695902197,0.6137313842773438,,220.238037109375,251.2745819091797,66.00876045201352,1.3574463725045596
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Orange___Haunglongbing_(Citrus_greening)/00045d08-898c-40df-ada6-e7579637a1f9___UF.Citrus_HLB_Lab 1690_final_masked.png,00045d08-898c-40df-ada6-e7579637a1f9___UF.Citrus_HLB_Lab 1690_final_masked.png,png,50770,Orange___Haunglongbing_(Citrus_greening),256,256,RGB,3,1.0,True,False,False,f02eebe53dc6cb314583c8bce888cc23,False,Orange,Haunglongbing_(Citrus_greening),False,0.0012229973335924369,1.8562789861297294e-08,1.929236750867475e-11,1.42271513297849e-12,3.544097702608942e-24,-1.6811246844356864e-16,6.557167630034183e-24,0.9989675443608701,0.0009348741090407554,9.758153008923451e-05,0.08936547844322736,0.12244732115438302,0.6303558349609375,28.0,40575.0,1620.2783420085907,0.19421784846667672,0.9203184540010887,0.6707609396439139,,220.99400329589844,243.05960083007812,64.70244992192502,1.3511216791797522
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Orange___Haunglongbing_(Citrus_greening)/00543c40-4cd3-413a-a152-5ceeffea98a0___UF.Citrus_HLB_Lab 0440_final_masked.png,00543c40-4cd3-413a-a152-5ceeffea98a0___UF.Citrus_HLB_Lab 0440_final_masked.png,png,56796,Orange___Haunglongbing_(Citrus_greening),256,256,RGB,3,1.0,True,False,False,7a550da440200c0e012a43cefec9a9ee,False,Orange,Haunglongbing_(Citrus_greening),False,0.0009906882648307426,9.86970079635248e-09,4.858135053489067e-11,1.5585341294622325e-11,4.273632231841921e-22,1.2408491992570892e-15,-3.572480064151722e-23,0.9989216961063367,0.0009533020049500242,0.00012500188871339199,0.08364334049645654,0.12105244030117486,0.5722198486328125,36.0,36886.5,1591.2661494016647,0.18305924396896645,0.8830013884234212,0.640390625,,208.5909881591797,234.4638671875,68.64646844324079,1.3352317038740562
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Orange___Haunglongbing_(Citrus_greening)/0051c200-bffe-4fa9-8518-594cd061d435___CREC_HLB 4835_final_masked.png,0051c200-bffe-4fa9-8518-594cd061d435___CREC_HLB 4835_final_masked.png,png,63898,Orange___Haunglongbing_(Citrus_greening),256,256,RGB,3,1.0,True,False,False,0e42b8b050fb3df155a660d9519e17d6,False,Orange,Haunglongbing_(Citrus_greening),False,0.0014730125512076933,3.9610094466144516e-07,4.1920375624980765e-10,5.729980890332794e-11,-8.804989020115166e-21,-3.494861027120163e-14,1.1563896833104583e-21,0.9895708134646144,0.006259613931666956,0.004169572603718429,0.07908922980388225,0.11233836465204176,0.473846435546875,34.0,30311.0,1488.4549672603607,0.17192487968908557,0.8101837621115937,0.5890663868159204,,181.76235961914062,239.65792846679688,73.0922170024757,1.3286016358151587
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Orange___Haunglongbing_(Citrus_greening)/000945ae-3cf5-48c2-86a2-a3f1e777f2c7___CREC_HLB 7640_final_masked.png,000945ae-3cf5-48c2-86a2-a3f1e777f2c7___CREC_HLB 7640_final_masked.png,png,64792,Orange___Haunglongbing_(Citrus_greening),256,256,RGB,3,1.0,True,False,False,f908d3d2565a77eac863cd62452515ef,False,Orange,Haunglongbing_(Citrus_greening),False,0.00118796657958027,1.8227249849793965e-08,2.8198044528388747e-11,1.970802457743421e-12,1.0607690056373842e-23,2.7054882469573052e-17,-1.0164892289847853e-23,0.995138023411533,0.0038112339142653703,0.0010507426742018058,0.08564710352416705,0.11558809572217583,0.539703369140625,29.0,34958.0,1489.0235087871552,0.1981314113266606,0.8973368414297632,0.611388995767603,,201.93711853027344,230.0020294189453,63.42442387209827,1.3476623216600696
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Orange___Haunglongbing_(Citrus_greening)/0022b959-3cf3-4e3a-9ed2-94623183c7fb___CREC_HLB 5510_final_masked.png,0022b959-3cf3-4e3a-9ed2-94623183c7fb___CREC_HLB 5510_final_masked.png,png,57081,Orange___Haunglongbing_(Citrus_greening),256,256,RGB,3,1.0,True,False,False,2b3ba527f8d7827a1127901e201467b0,False,Orange,Haunglongbing_(Citrus_greening),False,0.001420788795815491,3.147226042986276e-08,2.442760055129762e-11,3.3243065316551737e-12,-2.9694648795516415e-23,-5.528603717565953e-16,-3.952665195078286e-24,0.9961198265919319,0.0028865235953680307,0.0009936498127004355,0.0814264548221254,0.11311031490813848,0.50811767578125,37.0,32598.0,1402.513842344284,0.208250717726401,0.8718840269605221,0.57520468661773,,205.43458557128906,219.74673461914062,60.34250806697734,1.3104753186442288
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Leaf_Mold/02415b3d-2ba8-4654-8398-a480ad901bbf___Crnl_L.Mold 8645_final_masked.png,02415b3d-2ba8-4654-8398-a480ad901bbf___Crnl_L.Mold 8645_final_masked.png,png,56313,Tomato___Leaf_Mold,256,256,RGB,3,1.0,True,False,False,b7e4ca852d74c5ace3fa4fc02d81159e,False,Tomato,Leaf_Mold,False,0.0017451747892469,1.22306041002163e-06,4.257671045429427e-11,1.5510952590569825e-11,-1.774198386914801e-22,1.706558958463433e-14,-3.569438190789402e-22,0.9899244442388127,0.007419367412369101,0.00265618834881836,0.06883344665604868,0.11291380531234468,0.3999786376953125,34.0,25163.0,1786.337217092514,0.09909355031156462,0.7424685019621728,0.46404794836330104,,139.97073364257812,278.1061096191406,126.81320403647528,1.3685192834695576
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Leaf_Mold/0160c3b5-d89e-40e5-a313-49ae1524040a___Crnl_L.Mold 6823_final_masked.png,0160c3b5-d89e-40e5-a313-49ae1524040a___Crnl_L.Mold 6823_final_masked.png,png,50017,Tomato___Leaf_Mold,256,256,RGB,3,1.0,True,False,False,c75db48762a2dcb4071d88153836b8f6,False,Tomato,Leaf_Mold,False,0.0026487527584062682,3.339099602040287e-06,9.682304664307356e-10,3.823605922012542e-10,2.3223381494224645e-19,6.972037191156966e-13,-1.3873771901515752e-20,0.9828940576753961,0.012518484444476514,0.004587457880127349,0.0637122687109366,0.10920280988855112,0.3619384765625,32.0,22937.5,1440.0945764780045,0.13898691523535042,0.8246449757325184,0.497289972899729,,122.87989807128906,263.30560302734375,90.4140551150458,1.3300234466218843
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Leaf_Mold/0185befe-f0b5-4848-9677-f33c2237f4e9___Crnl_L.Mold 8729_final_masked.png,0185befe-f0b5-4848-9677-f33c2237f4e9___Crnl_L.Mold 8729_final_masked.png,png,53018,Tomato___Leaf_Mold,256,256,RGB,3,1.0,True,False,False,89e4f82706f15452c7faa4b7a4b2b6ad,False,Tomato,Leaf_Mold,False,0.002105529162342646,2.5875684904456175e-06,7.401700787721715e-10,1.0400663656982881e-10,1.9414082512172614e-20,8.358500683534645e-14,-2.1350491250191396e-20,0.9905506697827321,0.0072281880457626705,0.002221142171505551,0.06365559454189725,0.1106816515407866,0.375396728515625,37.0,23929.5,1600.5209826231003,0.11738720013363804,0.7921708185053381,0.42523190105554964,,117.68989562988281,290.7164001464844,107.05060347340374,1.3435921717263872
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Leaf_Mold/022a4dfb-84cc-45cb-81c5-a620817e31cb___Crnl_L.Mold 6926_final_masked.png,022a4dfb-84cc-45cb-81c5-a620817e31cb___Crnl_L.Mold 6926_final_masked.png,png,49152,Tomato___Leaf_Mold,256,256,RGB,3,1.0,True,False,False,40eef34973a55b40a50d8542cddcb56c,False,Tomato,Leaf_Mold,False,0.0017030348437920542,6.304408304022547e-07,4.146079566997421e-10,3.833975843605438e-11,2.7510468906140174e-21,1.288401003842654e-14,3.9746465344346775e-21,0.9920412989311252,0.006137077334423188,0.0018216237344514789,0.061534083283819235,0.10792991720510456,0.374481201171875,25.0,24324.5,1182.790972828865,0.21849312859899586,0.8386746427155344,0.6269039457745934,,145.55874633789062,233.91371154785156,57.51380235587383,1.2818513887642449
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Leaf_Mold/00694db7-3327-45e0-b4da-a8bb7ab6a4b7___Crnl_L.Mold 6923_final_masked.png,00694db7-3327-45e0-b4da-a8bb7ab6a4b7___Crnl_L.Mold 6923_final_masked.png,png,34363,Tomato___Leaf_Mold,256,256,RGB,3,1.0,True,False,False,58987ffdf35df648e851df792c4ddd39,False,Tomato,Leaf_Mold,False,0.002265283009129959,2.54265300437015e-06,4.3270570401168677e-10,5.873415042485721e-11,8.60799502482805e-21,7.448869701603875e-14,3.684451748677347e-21,0.9846900285384346,0.010912475120770074,0.004397496340795254,0.042708403151403035,0.095707476575467,0.24285888671875,20.0,15550.0,1000.9503531455994,0.19503618040713205,0.8728599494807746,0.5423031317569924,,96.17586517333984,218.6309814453125,64.43097166960129,1.2415805533023894
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/0001aa74-bbd7-433b-a900-1dccab39d521___FAM_L.Blight 4508_final_masked.png,0001aa74-bbd7-433b-a900-1dccab39d521___FAM_L.Blight 4508_final_masked.png,png,92780,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),256,256,RGB,3,1.0,True,False,False,401d554543daa8d37241326c4e40a013,False,Grape,Leaf_blight_(Isariopsis_Leaf_Spot),False,0.0012223362776135963,1.6484741657235408e-08,9.512320422548904e-11,1.418311471359852e-12,-1.6388969296373277e-23,1.2041391971676196e-16,1.672231301912786e-24,0.9880388952933649,0.0074895199408588665,0.004471584765776493,0.1059790837455139,0.10677597154242448,0.6309814453125,34.0,40574.5,1871.4915450811386,0.14557516864202907,0.8628007612728993,0.6314507594621513,,224.08877563476562,246.92657470703125,86.32221230847422,1.3734794949864852
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/002e4d32-15cf-4350-bfba-dde7c8992392___FAM_L.Blight 4740_final_masked.png,002e4d32-15cf-4350-bfba-dde7c8992392___FAM_L.Blight 4740_final_masked.png,png,100292,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),256,256,RGB,3,1.0,True,False,False,f32d115150160f10098208729d84a54e,False,Grape,Leaf_blight_(Isariopsis_Leaf_Spot),False,0.0014541634313033189,2.3098192455863832e-08,1.7269693417160457e-10,2.8984447044114816e-12,-6.082425461666955e-23,4.318083299252196e-16,2.2484273732261017e-23,0.9831350449192967,0.010814157771042915,0.0060507973096603565,0.11067520488091265,0.10674900919950817,0.66363525390625,27.0,42830.5,1690.9230035543442,0.18824148645784758,0.8628657768823974,0.6746235509072581,,237.02398681640625,245.6859588623047,66.75664780820314,1.3741255763867004
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/0012e1ee-fde3-478f-ab27-18648feb2b05___FAM_L.Blight 1647_final_masked.png,0012e1ee-fde3-478f-ab27-18648feb2b05___FAM_L.Blight 1647_final_masked.png,png,97075,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),256,256,RGB,3,1.0,True,False,False,83a11a59074d8e2881e14cdb99867118,False,Grape,Leaf_blight_(Isariopsis_Leaf_Spot),False,0.0015508716225134474,1.1842327212421788e-07,4.298788853331741e-10,7.526112959729206e-13,-5.096608724335051e-24,-1.955147372815467e-17,-1.2541157253291487e-23,0.9788331289291313,0.013827407824507268,0.007339463246361305,0.11442051692641204,0.1059108775755857,0.69287109375,28.0,44803.0,1764.4204773902893,0.18084761278506173,0.8712045346270891,0.6836395263671875,,222.39544677734375,270.25592041015625,69.48596346303097,1.3902556218270732
