filepath,filename,extension,file_size,label,width,height,mode,num_channels,aspect_ratio,is_image_valid,is_black,is_na,hash,is_duplicate_after_first,species,disease,is_augmented
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/00a962ad-573b-44b1-97ae-912a6bd6e0b0___FAM_L.Blight 1431_final_masked.png,00a962ad-573b-44b1-97ae-912a6bd6e0b0___FAM_L.Blight 1431_final_masked.png,png,76008,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),256,256,RGB,3,1.0,True,False,False,ac73475fc71b06c69942e1a95a641a4d,False,Grape,Leaf_blight_(Isariopsis_Leaf_Spot),False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/00ed3cc2-020b-499f-a951-d772dea3b154___FAM_L.Blight 4653_final_masked.png,00ed3cc2-020b-499f-a951-d772dea3b154___FAM_L.Blight 4653_final_masked.png,png,98605,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),256,256,RGB,3,1.0,True,False,False,ed13447b0b0990bcc51cd0fdfe034579,False,Grape,Leaf_blight_(Isariopsis_Leaf_Spot),False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Cherry_(including_sour)___Powdery_mildew/00d12ac0-a293-47e0-a4c6-a80f37204c39___FREC_Pwd.M 4812_final_masked.png,00d12ac0-a293-47e0-a4c6-a80f37204c39___FREC_Pwd.M 4812_final_masked.png,png,48358,Cherry_(including_sour)___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,f8c99e778be91ec30c06d1ec5c9a1f9c,False,Cherry_(including_sour),Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Cherry_(including_sour)___Powdery_mildew/00705aa7-5ea2-4419-9440-8ba65e108eb9___FREC_Pwd.M 0267_final_masked.png,00705aa7-5ea2-4419-9440-8ba65e108eb9___FREC_Pwd.M 0267_final_masked.png,png,65488,Cherry_(including_sour)___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,06c3c34fd109c03719615dbf0c55d9b5,False,Cherry_(including_sour),Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Cherry_(including_sour)___Powdery_mildew/00b7df55-c789-43d6-a02e-a579ac9d07e6___FREC_Pwd.M 4748_final_masked.png,00b7df55-c789-43d6-a02e-a579ac9d07e6___FREC_Pwd.M 4748_final_masked.png,png,54409,Cherry_(including_sour)___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,a1a1ecfb41d54a0e003572ad50a0f9fc,False,Cherry_(including_sour),Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Cherry_(including_sour)___Powdery_mildew/00f8611c-0f2c-4f24-8241-d1748c8bb48f___FREC_Pwd.M 0479_final_masked.png,00f8611c-0f2c-4f24-8241-d1748c8bb48f___FREC_Pwd.M 0479_final_masked.png,png,59088,Cherry_(including_sour)___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,d289470d8f415dd79e212128658ab919,False,Cherry_(including_sour),Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Cherry_(including_sour)___Powdery_mildew/00e0a4ab-ecbd-4560-a71c-b19d86bb087c___FREC_Pwd.M 4917_final_masked.png,00e0a4ab-ecbd-4560-a71c-b19d86bb087c___FREC_Pwd.M 4917_final_masked.png,png,64931,Cherry_(including_sour)___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,2fd556de25b31cd0f277d88ee69a5f52,False,Cherry_(including_sour),Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Apple___Cedar_apple_rust/04da297e-5238-41b1-a8a0-0c87c6c2f21f___FREC_C.Rust 4394_final_masked.png,04da297e-5238-41b1-a8a0-0c87c6c2f21f___FREC_C.Rust 4394_final_masked.png,png,48891,Apple___Cedar_apple_rust,256,256,RGB,3,1.0,True,False,False,dee1e5fe1b348ccf205f215e18c08d4e,False,Apple,Cedar_apple_rust,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Bacterial_spot/00728f4d-83a0-49f1-87f8-374646fcda05___GCREC_Bact.Sp 6326_final_masked.png,00728f4d-83a0-49f1-87f8-374646fcda05___GCREC_Bact.Sp 6326_final_masked.png,png,72641,Tomato___Bacterial_spot,256,256,RGB,3,1.0,True,False,False,a97c2bc9511ded6d4f0eded9902f0848,False,Tomato,Bacterial_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Bacterial_spot/00639d29-2d1a-4fcf-9bd3-a2b3109c74c4___UF.GRC_BS_Lab Leaf 1054_final_masked.png,00639d29-2d1a-4fcf-9bd3-a2b3109c74c4___UF.GRC_BS_Lab Leaf 1054_final_masked.png,png,59355,Tomato___Bacterial_spot,256,256,RGB,3,1.0,True,False,False,3137e5b1bc19c7b0129d2a98feb0a51c,False,Tomato,Bacterial_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Bacterial_spot/0045ba29-ed1b-43b4-afde-719cc7adefdb___GCREC_Bact.Sp 6254_final_masked.png,0045ba29-ed1b-43b4-afde-719cc7adefdb___GCREC_Bact.Sp 6254_final_masked.png,png,65342,Tomato___Bacterial_spot,256,256,RGB,3,1.0,True,False,False,94a1a95ed91e97f9b7349c731d3fa641,False,Tomato,Bacterial_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Bacterial_spot/00a7c269-3476-4d25-b744-44d6353cd921___GCREC_Bact.Sp 5807_final_masked.png,00a7c269-3476-4d25-b744-44d6353cd921___GCREC_Bact.Sp 5807_final_masked.png,png,66681,Tomato___Bacterial_spot,256,256,RGB,3,1.0,True,False,False,82373a886866ea7b7ee74f0e4fd8665f,False,Tomato,Bacterial_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Bacterial_spot/00416648-be6e-4bd4-bc8d-82f43f8a7240___GCREC_Bact.Sp 3110_final_masked.png,00416648-be6e-4bd4-bc8d-82f43f8a7240___GCREC_Bact.Sp 3110_final_masked.png,png,56141,Tomato___Bacterial_spot,256,256,RGB,3,1.0,True,False,False,75371a352eb65adaf22e9f193c974dfe,False,Tomato,Bacterial_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___healthy/0163a6aa-fbf8-47c5-965f-59b6efe8bfe5___Mt.N.V_HL 6103_final_masked.png,0163a6aa-fbf8-47c5-965f-59b6efe8bfe5___Mt.N.V_HL 6103_final_masked.png,png,66296,Grape___healthy,256,256,RGB,3,1.0,True,False,False,3f80dd6d821ce5d3c79427740b368bbd,False,Grape,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___healthy/03027791-26bb-4c46-960e-8df76e27042c___Mt.N.V_HL 6070_final_masked.png,03027791-26bb-4c46-960e-8df76e27042c___Mt.N.V_HL 6070_final_masked.png,png,57977,Grape___healthy,256,256,RGB,3,1.0,True,False,False,20c9d293cab739270fb7cf7f9a1516f8,False,Grape,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___healthy/02f95acb-5d92-4f2a-b7ec-3af8709ee7c9___Mt.N.V_HL 9078_final_masked.png,02f95acb-5d92-4f2a-b7ec-3af8709ee7c9___Mt.N.V_HL 9078_final_masked.png,png,83580,Grape___healthy,256,256,RGB,3,1.0,True,False,False,bf28c512485784ec587dae526687d2d8,False,Grape,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___healthy/00e00912-bf75-4cf8-8b7d-ad64b73bea5f___Mt.N.V_HL 6067_final_masked.png,00e00912-bf75-4cf8-8b7d-ad64b73bea5f___Mt.N.V_HL 6067_final_masked.png,png,70706,Grape___healthy,256,256,RGB,3,1.0,True,False,False,93bc09ca9447cca3fe8a19b9676ea1ae,False,Grape,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___healthy/0294ca65-4c29-44be-af28-501df9f715e8___Mt.N.V_HL 6176_final_masked.png,0294ca65-4c29-44be-af28-501df9f715e8___Mt.N.V_HL 6176_final_masked.png,png,85909,Grape___healthy,256,256,RGB,3,1.0,True,False,False,10cf2d098d015604e75b001ac40c209d,False,Grape,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Early_blight/004cbe60-8ff9-4965-92df-e86694d5e9ba___RS_Erly.B 8253_final_masked.png,004cbe60-8ff9-4965-92df-e86694d5e9ba___RS_Erly.B 8253_final_masked.png,png,102639,Tomato___Early_blight,256,256,RGB,3,1.0,True,False,False,3553ec7f8e1c0882f64b18fc79a831f7,False,Tomato,Early_blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Early_blight/00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778_final_masked.png,00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778_final_masked.png,png,65842,Tomato___Early_blight,256,256,RGB,3,1.0,True,False,False,193326749a11ee76d42525841e480677,False,Tomato,Early_blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Early_blight/00e7c4b2-3005-4558-9cfa-235e356cb7a8___RS_Erly.B 7844_final_masked.png,00e7c4b2-3005-4558-9cfa-235e356cb7a8___RS_Erly.B 7844_final_masked.png,png,59553,Tomato___Early_blight,256,256,RGB,3,1.0,True,False,False,a608b9f1f2085180e1e28c3f21c57fec,False,Tomato,Early_blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Early_blight/0012b9d2-2130-4a06-a834-b1f3af34f57e___RS_Erly.B 8389_final_masked.png,0012b9d2-2130-4a06-a834-b1f3af34f57e___RS_Erly.B 8389_final_masked.png,png,86579,Tomato___Early_blight,256,256,RGB,3,1.0,True,False,False,4f70b5d4055f4a2e56ad2d3ae2e485d7,False,Tomato,Early_blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Early_blight/0034a551-9512-44e5-ba6c-827f85ecc688___RS_Erly.B 9432_final_masked.png,0034a551-9512-44e5-ba6c-827f85ecc688___RS_Erly.B 9432_final_masked.png,png,52683,Tomato___Early_blight,256,256,RGB,3,1.0,True,False,False,7808f53fcc1be85088facc7503fc8e4a,False,Tomato,Early_blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Common_rust_/00b29f2a-2ee9-4461-a97e-1d8bdf5a1d3e___RS_Rust 1566_final_masked.png,00b29f2a-2ee9-4461-a97e-1d8bdf5a1d3e___RS_Rust 1566_final_masked.png,png,103022,Corn_(maize)___Common_rust_,256,256,RGB,3,1.0,True,False,False,eae87d7fc002da31f8e5633df45214a0,False,Corn_(maize),Common_rust_,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Common_rust_/007f6e89-3e7c-4e6a-8ef6-8058c7133799___RS_Rust 1933_final_masked.png,007f6e89-3e7c-4e6a-8ef6-8058c7133799___RS_Rust 1933_final_masked.png,png,74021,Corn_(maize)___Common_rust_,256,256,RGB,3,1.0,True,False,False,38d2a426e7fa5fa7970243e8d583c417,False,Corn_(maize),Common_rust_,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Common_rust_/00db1ede-2fbf-42ba-bbe7-69d974be3dda___RS_Rust 1675_final_masked.png,00db1ede-2fbf-42ba-bbe7-69d974be3dda___RS_Rust 1675_final_masked.png,png,120833,Corn_(maize)___Common_rust_,256,256,RGB,3,1.0,True,False,False,47de3b471aa6a0ea030d9b89564263b4,False,Corn_(maize),Common_rust_,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Common_rust_/00cbdbc2-0bef-477e-999f-20e0f36a2cf6___RS_Rust 2725_final_masked.png,00cbdbc2-0bef-477e-999f-20e0f36a2cf6___RS_Rust 2725_final_masked.png,png,98653,Corn_(maize)___Common_rust_,256,256,RGB,3,1.0,True,False,False,878fffce5e2474056d0b979ba1af6436,False,Corn_(maize),Common_rust_,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Common_rust_/00ab8410-2b0e-4877-b947-cc3889be8d79___RS_Rust 2562_final_masked.png,00ab8410-2b0e-4877-b947-cc3889be8d79___RS_Rust 2562_final_masked.png,png,93665,Corn_(maize)___Common_rust_,256,256,RGB,3,1.0,True,False,False,d66d391d1547a1a57d6dfc197df5a360,False,Corn_(maize),Common_rust_,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Esca_(Black_Measles)/011bb69d-fb9c-4fb9-b8cc-031e91270ec2___FAM_B.Msls 4288_final_masked.png,011bb69d-fb9c-4fb9-b8cc-031e91270ec2___FAM_B.Msls 4288_final_masked.png,png,81363,Grape___Esca_(Black_Measles),256,256,RGB,3,1.0,True,False,False,7a3d73bc6d1bf51478e663821d5f9f77,False,Grape,Esca_(Black_Measles),False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Esca_(Black_Measles)/00b65fe8-cee1-4b68-8ef4-1211814f2845___FAM_B.Msls 3990_final_masked.png,00b65fe8-cee1-4b68-8ef4-1211814f2845___FAM_B.Msls 3990_final_masked.png,png,63479,Grape___Esca_(Black_Measles),256,256,RGB,3,1.0,True,False,False,26f702cd842746e43ba2a5db880bd4ac,False,Grape,Esca_(Black_Measles),False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Esca_(Black_Measles)/00c247e8-48d2-4a56-a9f3-4eacfb4d85be___FAM_B.Msls 4197_final_masked.png,00c247e8-48d2-4a56-a9f3-4eacfb4d85be___FAM_B.Msls 4197_final_masked.png,png,82678,Grape___Esca_(Black_Measles),256,256,RGB,3,1.0,True,False,False,045c98cac516a43bd8c8a89e77122cff,False,Grape,Esca_(Black_Measles),False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Esca_(Black_Measles)/01162551-b800-4df8-ac46-64d17d6ac5bf___FAM_B.Msls 1153_final_masked.png,01162551-b800-4df8-ac46-64d17d6ac5bf___FAM_B.Msls 1153_final_masked.png,png,74069,Grape___Esca_(Black_Measles),256,256,RGB,3,1.0,True,False,False,d17711a493d5331fd7f39754b38ff6bd,False,Grape,Esca_(Black_Measles),False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Grape___Esca_(Black_Measles)/0075b632-2e34-4e4f-9697-fe2b332b7ef8___FAM_B.Msls 4399_final_masked.png,0075b632-2e34-4e4f-9697-fe2b332b7ef8___FAM_B.Msls 4399_final_masked.png,png,87768,Grape___Esca_(Black_Measles),256,256,RGB,3,1.0,True,False,False,5dc9a7c52a4d5a569781cc0e0042bdd1,False,Grape,Esca_(Black_Measles),False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Raspberry___healthy/03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_final_masked.png,03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_final_masked.png,png,92671,Raspberry___healthy,256,256,RGB,3,1.0,True,False,False,ea2100e3c2a9c05f9d992b7f67cb943d,False,Raspberry,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Raspberry___healthy/00a3fc0e-64cc-4e35-ac2f-aef04fda9b22___Mary_HL 9177_final_masked.png,00a3fc0e-64cc-4e35-ac2f-aef04fda9b22___Mary_HL 9177_final_masked.png,png,77703,Raspberry___healthy,256,256,RGB,3,1.0,True,False,False,2f5347c1a547971416dd6a2ed3c7c928,False,Raspberry,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___healthy/00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223_final_masked.png,00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223_final_masked.png,png,83077,Tomato___healthy,256,256,RGB,3,1.0,True,False,False,7c216da954c62d8854f1f9bf7d39f91b,False,Tomato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___healthy/000146ff-92a4-4db6-90ad-8fce2ae4fddd___GH_HL Leaf 259.1_final_masked.png,000146ff-92a4-4db6-90ad-8fce2ae4fddd___GH_HL Leaf 259.1_final_masked.png,png,53050,Tomato___healthy,256,256,RGB,3,1.0,True,False,False,6924e3277bb9f8192306b02741750985,False,Tomato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___healthy/003944fc-3b99-4a0f-9ed4-0e07352fd8b3___RS_HL 9844_final_masked.png,003944fc-3b99-4a0f-9ed4-0e07352fd8b3___RS_HL 9844_final_masked.png,png,67325,Tomato___healthy,256,256,RGB,3,1.0,True,False,False,054547e3b83295b2b5e26a28ee26c229,False,Tomato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___healthy/0031da2a-8edd-468f-a8b1-106657717a32___RS_HL 0105_final_masked.png,0031da2a-8edd-468f-a8b1-106657717a32___RS_HL 0105_final_masked.png,png,74498,Tomato___healthy,256,256,RGB,3,1.0,True,False,False,34f5af3325543b46d6e0b2337fab91f2,False,Tomato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___healthy/000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_final_masked.png,000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_final_masked.png,png,49302,Tomato___healthy,256,256,RGB,3,1.0,True,False,False,3499645ea948050273be94da2c8d0d2a,False,Tomato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Cherry_(including_sour)___healthy/002efba9-09b3-43de-93b7-5c2460185cde___JR_HL 9655_final_masked.png,002efba9-09b3-43de-93b7-5c2460185cde___JR_HL 9655_final_masked.png,png,49626,Cherry_(including_sour)___healthy,256,256,RGB,3,1.0,True,False,False,bcbb89d6dbc455a275b83e31c163fbd3,False,Cherry_(including_sour),healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Cherry_(including_sour)___healthy/005f183c-0a73-4738-91f7-c0a0e02cd9e3___JR_HL 9679_final_masked.png,005f183c-0a73-4738-91f7-c0a0e02cd9e3___JR_HL 9679_final_masked.png,png,66615,Cherry_(including_sour)___healthy,256,256,RGB,3,1.0,True,False,False,e85b741a738e5ffb5a2b6a3d8d595366,False,Cherry_(including_sour),healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/0036c89d-7743-4895-9fcf-b8d2c1fc8455___YLCV_NREC 0313_final_masked.png,0036c89d-7743-4895-9fcf-b8d2c1fc8455___YLCV_NREC 0313_final_masked.png,png,54729,Tomato___Tomato_Yellow_Leaf_Curl_Virus,256,256,RGB,3,1.0,True,False,False,8a46d28d5410860f49c75f606eefdd45,False,Tomato,Tomato_Yellow_Leaf_Curl_Virus,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/00576ef6-6fa0-40d2-b365-87850597bafd___UF.GRC_YLCV_Lab 01999_final_masked.png,00576ef6-6fa0-40d2-b365-87850597bafd___UF.GRC_YLCV_Lab 01999_final_masked.png,png,55124,Tomato___Tomato_Yellow_Leaf_Curl_Virus,256,256,RGB,3,1.0,True,False,False,1db98f1fcf1221be36d2faa9b12fe47c,False,Tomato,Tomato_Yellow_Leaf_Curl_Virus,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/003bce78-28c9-4612-b148-f621e9a23bd4___YLCV_GCREC 5154_final_masked.png,003bce78-28c9-4612-b148-f621e9a23bd4___YLCV_GCREC 5154_final_masked.png,png,76419,Tomato___Tomato_Yellow_Leaf_Curl_Virus,256,256,RGB,3,1.0,True,False,False,ee2d8ca4411499f14d4e4b87aa53fa43,False,Tomato,Tomato_Yellow_Leaf_Curl_Virus,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/004273e3-e283-4ec6-b597-d0de1bfbc590___YLCV_GCREC 2434_final_masked.png,004273e3-e283-4ec6-b597-d0de1bfbc590___YLCV_GCREC 2434_final_masked.png,png,77549,Tomato___Tomato_Yellow_Leaf_Curl_Virus,256,256,RGB,3,1.0,True,False,False,1d1ab69c521048dad85ad0a624bd8f0a,False,Tomato,Tomato_Yellow_Leaf_Curl_Virus,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/00139ae8-d881-4edb-925f-46584b0bd68c___YLCV_NREC 2944_final_masked.png,00139ae8-d881-4edb-925f-46584b0bd68c___YLCV_NREC 2944_final_masked.png,png,44872,Tomato___Tomato_Yellow_Leaf_Curl_Virus,256,256,RGB,3,1.0,True,False,False,a9acfec7284c56fbb5daa6e522531526,False,Tomato,Tomato_Yellow_Leaf_Curl_Virus,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Northern_Leaf_Blight/00a55069-3fa3-405b-8d87-4d3408a6ed98___RS_NLB 3645_final_masked.png,00a55069-3fa3-405b-8d87-4d3408a6ed98___RS_NLB 3645_final_masked.png,png,77628,Corn_(maize)___Northern_Leaf_Blight,256,256,RGB,3,1.0,True,False,False,ba83aff42fa0493ed58df40018d04028,False,Corn_(maize),Northern_Leaf_Blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Northern_Leaf_Blight/008d9af0-7568-4a67-bb1a-0e915836ddc0___RS_NLB 4165 copy 2_final_masked.png,008d9af0-7568-4a67-bb1a-0e915836ddc0___RS_NLB 4165 copy 2_final_masked.png,png,108567,Corn_(maize)___Northern_Leaf_Blight,256,256,RGB,3,1.0,True,False,False,50907dab1d29e71edc37cd9a8ed123c5,False,Corn_(maize),Northern_Leaf_Blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Northern_Leaf_Blight/005318c8-a5fa-4420-843b-23bdda7322c2___RS_NLB 3853 copy_final_masked.png,005318c8-a5fa-4420-843b-23bdda7322c2___RS_NLB 3853 copy_final_masked.png,png,90086,Corn_(maize)___Northern_Leaf_Blight,256,256,RGB,3,1.0,True,False,False,adeaa20378b257300db93357ebd64123,False,Corn_(maize),Northern_Leaf_Blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Northern_Leaf_Blight/0079c731-80f5-4fea-b6a2-4ff23a7ce139___RS_NLB 4121_final_masked.png,0079c731-80f5-4fea-b6a2-4ff23a7ce139___RS_NLB 4121_final_masked.png,png,104338,Corn_(maize)___Northern_Leaf_Blight,256,256,RGB,3,1.0,True,False,False,3dac1683698fcc1577fd64ee0b6e0ae4,False,Corn_(maize),Northern_Leaf_Blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Northern_Leaf_Blight/00a14441-7a62-4034-bc40-b196aeab2785___RS_NLB 3932_final_masked.png,00a14441-7a62-4034-bc40-b196aeab2785___RS_NLB 3932_final_masked.png,png,75428,Corn_(maize)___Northern_Leaf_Blight,256,256,RGB,3,1.0,True,False,False,107d2b93919bfd60b19881189af98d8f,False,Corn_(maize),Northern_Leaf_Blight,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Spider_mites Two-spotted_spider_mite/00c8e9a0-1fb8-434b-8981-25511358ddc9___Com.G_SpM_FL 8717_final_masked.png,00c8e9a0-1fb8-434b-8981-25511358ddc9___Com.G_SpM_FL 8717_final_masked.png,png,58421,Tomato___Spider_mites Two-spotted_spider_mite,256,256,RGB,3,1.0,True,False,False,b3ff750a102cf001d389e54baf1422ed,False,Tomato,Spider_mites Two-spotted_spider_mite,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Spider_mites Two-spotted_spider_mite/002835d1-c18e-4471-aa6e-8d8c29585e9b___Com.G_SpM_FL 8584_final_masked.png,002835d1-c18e-4471-aa6e-8d8c29585e9b___Com.G_SpM_FL 8584_final_masked.png,png,60205,Tomato___Spider_mites Two-spotted_spider_mite,256,256,RGB,3,1.0,True,False,False,4c30b990ef491ee51f9c64f4d46419fd,False,Tomato,Spider_mites Two-spotted_spider_mite,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Spider_mites Two-spotted_spider_mite/003b7929-a364-4e74-be1c-37c4c0a6ec63___Com.G_SpM_FL 1414_final_masked.png,003b7929-a364-4e74-be1c-37c4c0a6ec63___Com.G_SpM_FL 1414_final_masked.png,png,52900,Tomato___Spider_mites Two-spotted_spider_mite,256,256,RGB,3,1.0,True,False,False,216addb299b42984d27a05e73b412ea7,False,Tomato,Spider_mites Two-spotted_spider_mite,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Spider_mites Two-spotted_spider_mite/00fa99e8-2605-4d72-be69-98277587d84b___Com.G_SpM_FL 1453_final_masked.png,00fa99e8-2605-4d72-be69-98277587d84b___Com.G_SpM_FL 1453_final_masked.png,png,43938,Tomato___Spider_mites Two-spotted_spider_mite,256,256,RGB,3,1.0,True,False,False,bc6c87975b1304b5624b38d877e60a30,False,Tomato,Spider_mites Two-spotted_spider_mite,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Spider_mites Two-spotted_spider_mite/00bc7858-1dca-4bfb-a828-225f03bd72a5___Com.G_SpM_FL 9455_final_masked.png,00bc7858-1dca-4bfb-a828-225f03bd72a5___Com.G_SpM_FL 9455_final_masked.png,png,52303,Tomato___Spider_mites Two-spotted_spider_mite,256,256,RGB,3,1.0,True,False,False,cd56ae6b74ff58c36d5349455c0611f0,False,Tomato,Spider_mites Two-spotted_spider_mite,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Peach___Bacterial_spot/002eddd0-b6b3-474c-be08-423e53e24f82___Rutg._Bact.S 1955_final_masked.png,002eddd0-b6b3-474c-be08-423e53e24f82___Rutg._Bact.S 1955_final_masked.png,png,42885,Peach___Bacterial_spot,256,256,RGB,3,1.0,True,False,False,187b21bb2ec25d7e28d92707fd995e76,False,Peach,Bacterial_spot,False
